description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id
"""Any protein complex that is part of a membrane."" [GOC:dos]",20029,39378,12,"[[], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], [], ['IDA'], []]",membrane protein complex,GO:0098796,0.0036069199075960145,"['GO:0016020', 'GO:0032991']",0.09022556390977443,query_1,133,0.028037383177570093,True,GO:CC,428,3188,5
"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",21925,23557,34,"[['IDA', 'IEA'], ['ISS', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], ['IDA'], [], ['IDA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['TAS'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], ['IMP'], [], [], [], [], ['IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['TAS', 'IEA'], [], ['IDA', 'TAS', 'IEA'], [], ['IMP'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], ['TAS', 'IEA'], [], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], [], ['IMP'], [], ['IMP', 'IEA'], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",establishment of localization,GO:0051234,0.00450165140973197,['GO:0051179'],0.2537313432835821,query_1,134,0.013406940063091483,True,GO:BP,2536,13403,10
Flower development initiation,625,40787,3,"[[], [], [], [], [], ['WP'], ['WP'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['WP'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Flower development initiation,WP:WP2108,0.004946205474173394,['WP:000000'],0.375,query_1,8,0.17647058823529413,True,WP,17,4,16
"""Enables the transfer of cation from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",22878,1627,11,"[[], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], []]",monoatomic cation transmembrane transporter activity,GO:0008324,0.006307322354324667,['GO:0015075'],0.08088235294117647,query_1,136,0.029490616621983913,True,GO:MF,373,1627,1
"""Enables the transfer of a solute from one side of a membrane to the other, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is powered by a primary energy source. Primary energy sources known to be coupled to transport are chemical such as ATP hydrolysis, redox energy and photon energy."" [GOC:mtg_transport, PMID:31613498]",22878,2467,9,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], []]",primary active transmembrane transporter activity,GO:0015399,0.006582530948751322,['GO:0022804'],0.0661764705882353,query_1,136,0.037037037037037035,True,GO:MF,243,2467,1
"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."" [GOC:mtg_electron_transport, ISBN:0716720094]",21925,16752,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], ['IEA'], []]",respiratory electron transport chain,GO:0022904,0.007217285472448082,"['GO:0022900', 'GO:0045333']",0.03731343283582089,query_1,134,0.10416666666666667,True,GO:BP,48,6598,9
"""The region between the inner and outer lipid bilayers of an organelle envelope."" [GOC:mah]",20029,37380,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",organelle envelope lumen,GO:0031970,0.00918385840399594,"['GO:0031967', 'GO:0070013']",0.03007518796992481,query_1,133,0.11764705882352941,True,GO:CC,34,1190,5
"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",21925,23532,34,"[['IDA', 'IEA'], ['ISS', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], ['IDA'], [], ['IDA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['TAS'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], ['IMP'], [], [], [], [], ['IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['TAS', 'IEA'], [], ['IDA', 'TAS', 'IEA'], [], ['IMP', 'IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], ['TAS', 'IEA'], [], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], [], ['IMP'], [], ['IMP', 'IEA'], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",localization,GO:0051179,0.010327350999555859,['GO:0008150'],0.2537313432835821,query_1,134,0.012898330804248861,True,GO:BP,2636,13378,10
"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",20029,39337,22,"[[], [], [], ['IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], ['IEA'], ['IEA'], ['HDA'], [], ['HDA', 'IEA'], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], [], []]",bounding membrane of organelle,GO:0098588,0.01758400515178917,['GO:0031090'],0.16541353383458646,query_1,133,0.015647226173541962,True,GO:CC,1406,3147,5
"""Enables the transfer of an ion from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",22878,2249,11,"[[], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], []]",monoatomic ion transmembrane transporter activity,GO:0015075,0.021236507820689237,['GO:0022857'],0.08088235294117647,query_1,136,0.025821596244131457,True,GO:MF,426,2249,1
"""Any protein complex that is part of a respiratory chain."" [GOC:dos]",20029,39384,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], []]",respiratory chain complex,GO:0098803,0.021273291169094485,['GO:0032991'],0.03007518796992481,query_1,133,0.09523809523809523,True,GO:CC,42,3194,7
"""A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation."" [GOC:ds, GOC:mtg_sensu, ISBN:0198506732]",20029,36811,13,"[[], [], [], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], [], []]",thylakoid,GO:0009579,0.02136860596881369,['GO:0043232'],0.09774436090225563,query_1,133,0.02181208053691275,True,GO:CC,596,621,6
"""Sac-like membranous structures (cisternae) in a chloroplast combined into stacks (grana) and present singly in the stroma (stroma thylakoids or frets) as interconnections between grana. An example of this component is found in Arabidopsis thaliana."" [GOC:mtg_sensu, ISBN:0943088399]",20029,36785,12,"[[], [], [], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], [], []]",chloroplast thylakoid,GO:0009534,0.021707239424657392,"['GO:0009507', 'GO:0031976']",0.09022556390977443,query_1,133,0.02321083172147002,True,GO:CC,517,595,6
"""Any thylakoid within a plastid."" [GOC:pz]",20029,37384,12,"[[], [], [], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], [], []]",plastid thylakoid,GO:0031976,0.02249427421171242,"['GO:0009536', 'GO:0009579']",0.09022556390977443,query_1,133,0.023121387283236993,True,GO:CC,519,1194,6
"""A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."" [PMID:28977640]",20029,36937,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",nuclear speck,GO:0016607,0.028554861717759523,['GO:0016604'],0.03759398496240601,query_1,133,0.060240963855421686,True,GO:CC,83,747,8
"""Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction."" [GOC:mtg_transport, ISBN:0815340729]",22878,3529,12,"[['IDA', 'IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], []]",active transmembrane transporter activity,GO:0022804,0.03212808018325233,['GO:0022857'],0.08823529411764706,query_1,136,0.022770398481973434,True,GO:MF,527,3529,1
"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",20029,38031,98,"[['HDA', 'TAS', 'IEA'], [], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], [], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], [], [], [], ['HDA', 'IEA'], [], [], [], ['IDA', 'HDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], [], [], [], [], [], [], [], ['HDA'], ['IEA'], ['IEA'], [], ['HDA'], ['HDA'], [], ['IDA', 'HDA', 'IEA'], ['HDA'], [], [], ['HDA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['HDA'], ['IDA', 'IEA'], ['HDA'], ['IEA'], [], [], [], ['HDA'], [], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA'], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], [], ['HDA', 'IEA'], ['ISS', 'IEA'], [], ['IBA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA'], [], ['IPI'], ['IDA', 'IEA'], ['IEA'], [], ['IDA', 'IEA'], [], ['IDA', 'IPI', 'HDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], [], ['IDA', 'HDA', 'IEA'], [], ['IEA'], ['IDA'], [], [], ['IDA', 'IEA'], [], [], ['IDA', 'HDA', 'IEA'], [], ['HDA'], [], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['HDA', 'IBA', 'IEA'], [], ['IDA'], ['IBA', 'IEA'], ['IEA'], [], ['IDA', 'IEA'], [], [], ['IDA', 'IEA'], ['IDA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], [], ['HDA'], ['IDA', 'HDA', 'IEA'], [], ['IEA'], [], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], []]",membrane-bounded organelle,GO:0043227,0.03599570586404884,['GO:0043226'],0.7368421052631579,query_1,133,0.008288928359976317,True,GO:CC,11823,1841,5
"""A part of a cellular organism consisting of a material entity with granularity above the level of a protein complex but below that of an anatomical system. Note that cellular organisms exclude viruses."" [GOC:kmv]",20029,39558,132,"[['HDA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['HDA', 'IEA'], [], ['HDA', 'IEA'], ['HDA'], ['IDA', 'HDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], [], [], [], [], ['IEA'], ['HDA'], ['IEA'], ['HDA'], ['IEA'], ['IEA'], ['HDA'], ['HDA'], ['HDA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['HDA', 'IEA'], ['HDA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['NAS', 'IEA'], ['HDA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IPI', 'HDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['IEA'], ['IDA', 'IEA'], ['IDA'], [], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], [], ['HDA', 'IEA'], [], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['HDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], []]",cellular anatomical structure,GO:0110165,0.03675322263564065,['GO:0005575'],0.9924812030075187,query_1,133,0.007136292371735957,True,GO:CC,18497,3368,5
"""The double lipid bilayer enclosing a plastid and separating its contents from the rest of the cytoplasm; includes the intermembrane space."" [GOC:jy]",20029,36777,17,"[['HDA'], [], [], ['HDA', 'TAS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'HDA', 'IEA'], [], [], [], [], [], [], [], ['IDA', 'IEA'], ['IDA', 'HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], [], ['HDA'], [], ['IEA'], [], [], [], [], [], [], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], [], []]",plastid envelope,GO:0009526,0.0368481400728657,"['GO:0009536', 'GO:0031967']",0.12781954887218044,query_1,133,0.01720647773279352,True,GO:CC,988,587,5
